시군구,평수,월세금(만원),건축년도
서울특별시 강북구 번동,5.5,32,2013
서울특별시 도봉구 도봉동,12.1,70,1996
서울특별시 노원구 월계동,15.2,0,1987
서울특별시 도봉구 쌍문동,25.4,0,2002
서울특별시 성북구 길음동,18.1,220,2022
서울특별시 성북구 길음동,18.1,0,2003
서울특별시 강북구 번동,5.0,28,2013
서울특별시 성북구 길음동,34.7,200,2005
서울특별시 도봉구 창동,17.5,0,1990
서울특별시 강북구 미아동,18.1,130,2004
서울특별시 강북구 미아동,34.7,180,2004
서울특별시 강북구 미아동,34.7,0,2004
서울특별시 성북구 길음동,25.7,125,2005
서울특별시 노원구 공릉동,19.7,120,2004
서울특별시 노원구 상계동,18.1,100,1989
서울특별시 노원구 공릉동,15.0,100,1994
서울특별시 도봉구 방학동,4.5,55,2018
서울특별시 도봉구 도봉동,12.1,0,1996
서울특별시 강동구 강일동,25.7,0,2009
서울특별시 강동구 천호동,4.4,80,2022
서울특별시 강동구 천호동,5.3,10,2019
서울특별시 강동구 강일동,18.1,0,2009
서울특별시 강서구 화곡동,14.7,0,2021
서울특별시 강서구 화곡동,14.7,0,2021
서울특별시 강서구 화곡동,13.2,10,2012
서울특별시 강서구 방화동,45.0,0,2008
서울특별시 구로구 개봉동,22.7,41,2020
서울특별시 강서구 화곡동,7.2,39,2021
서울특별시 강서구 마곡동,34.7,0,2008
서울특별시 강서구 마곡동,34.8,0,1999
서울특별시 강서구 마곡동,18.1,21,2014
서울특별시 구로구 신도림동,38.8,0,2011
서울특별시 강서구 가양동,25.7,0,1993
서울특별시 구로구 신도림동,18.1,0,2000
서울특별시 구로구 개봉동,18.0,0,2001
서울특별시 강서구 마곡동,15.1,39,2014
서울특별시 강서구 방화동,14.2,0,1988
서울특별시 구로구 신도림동,38.8,0,2011
서울특별시 강서구 가양동,25.7,160,1993
서울특별시 구로구 개봉동,25.7,0,2006
서울특별시 구로구 구로동,25.7,0,1996
서울특별시 구로구 구로동,24.2,0,1987
서울특별시 금천구 독산동,24.0,135,2002
서울특별시 금천구 시흥동,18.1,70,1996
서울특별시 금천구 시흥동,34.6,0,1999
서울특별시 금천구 시흥동,25.6,60,2014
서울특별시 구로구 천왕동,25.7,130,2011
서울특별시 구로구 구로동,8.9,0,1995
서울특별시 구로구 구로동,25.7,140,1999
서울특별시 강서구 방화동,25.7,0,1993
서울특별시 금천구 가산동,25.7,0,1998
서울특별시 금천구 가산동,3.7,38,2014
서울특별시 금천구 가산동,3.7,55,2014
서울특별시 구로구 구로동,32.7,0,2006
서울특별시 구로구 고척동,18.1,80,2000
서울특별시 강서구 내발산동,12.0,9,2007
서울특별시 구로구 구로동,7.5,70,2012
서울특별시 구로구 개봉동,22.7,41,2020
서울특별시 구로구 구로동,19.5,0,1987
서울특별시 양천구 신정동,18.1,140,2004
서울특별시 강서구 염창동,5.5,38,2020
서울특별시 강서구 염창동,25.7,0,2006
서울특별시 마포구 용강동,39.5,0,2002
서울특별시 마포구 용강동,18.1,0,2003
서울특별시 마포구 용강동,25.7,0,2016
서울특별시 마포구 대흥동,3.9,90,2014
서울특별시 양천구 신정동,15.0,125,2000
서울특별시 양천구 신정동,23.0,0,2005
서울특별시 양천구 신정동,21.7,0,1987
서울특별시 마포구 염리동,17.8,70,1997
서울특별시 마포구 염리동,14.8,0,1997
서울특별시 마포구 염리동,18.1,315,2021
서울특별시 양천구 목동,23.6,0,2003
서울특별시 양천구 목동,30.6,0,1988
서울특별시 양천구 목동,25.7,0,2006
서울특별시 양천구 목동,23.6,0,2003
서울특별시 양천구 목동,36.1,190,2003
서울특별시 양천구 목동,25.7,0,2005
서울특별시 양천구 목동,25.7,0,1999
서울특별시 양천구 목동,28.8,80,1986
서울특별시 마포구 도화동,11.5,140,2004
서울특별시 마포구 도화동,38.8,0,1991
서울특별시 마포구 도화동,11.5,140,2004
서울특별시 마포구 도화동,42.8,160,1991
서울특별시 마포구 도화동,38.8,0,1991
서울특별시 마포구 도화동,22.9,0,2004
서울특별시 마포구 상암동,18.1,200,2003
서울특별시 마포구 상암동,25.7,0,2005
서울특별시 마포구 상암동,25.6,40,2005
서울특별시 마포구 상암동,25.7,0,2005
서울특별시 마포구 중동,25.7,0,2001
서울특별시 마포구 성산동,18.1,0,2000
서울특별시 마포구 성산동,15.3,66,1986
서울특별시 강서구 등촌동,16.7,0,2001
서울특별시 강서구 등촌동,6.6,0,2021
서울특별시 강서구 등촌동,12.7,0,1995
서울특별시 마포구 공덕동,34.8,0,1999
서울특별시 마포구 공덕동,18.1,90,1988
서울특별시 양천구 신월동,18.0,0,1988
서울특별시 마포구 망원동,23.0,130,2003
서울특별시 마포구 창전동,22.6,0,2019
서울특별시 마포구 서교동,43.0,0,2012
서울특별시 마포구 서교동,43.0,0,2012
서울특별시 마포구 창전동,22.6,27,2019
서울특별시 마포구 창전동,25.6,120,2019
서울특별시 마포구 창전동,22.6,27,2019
서울특별시 송파구 잠실동,25.7,0,2008
서울특별시 송파구 잠실동,37.6,360,2008
서울특별시 송파구 잠실동,19.3,240,2017
서울특별시 관악구 신림동,25.6,25,1996
서울특별시 관악구 신림동,4.5,75,2022
서울특별시 관악구 신림동,18.1,100,1993
서울특별시 서초구 서초동,18.0,0,1999
서울특별시 서초구 서초동,11.4,120,2003
서울특별시 서초구 서초동,25.7,0,2006
서울특별시 서초구 서초동,65.1,80,1996
서울특별시 서초구 서초동,18.1,0,2020
서울특별시 서초구 서초동,24.0,0,1988
서울특별시 서초구 서초동,25.7,150,1997
서울특별시 서초구 서초동,33.7,0,2005
서울특별시 송파구 잠실동,23.1,160,1978
서울특별시 서초구 반포동,33.4,0,2018
서울특별시 송파구 잠실동,23.1,0,1978
서울특별시 송파구 잠실동,18.1,240,2008
서울특별시 송파구 잠실동,18.1,200,2008
서울특별시 송파구 잠실동,25.7,390,2007
서울특별시 송파구 잠실동,25.0,90,1978
서울특별시 서초구 우면동,18.1,220,2013
서울특별시 서초구 방배동,25.7,0,2013
서울특별시 송파구 신천동,25.6,350,2008
서울특별시 송파구 신천동,18.1,0,2008
서울특별시 송파구 신천동,36.8,200,2008
서울특별시 송파구 풍납동,13.1,0,1999
서울특별시 송파구 풍납동,39.5,0,1999
서울특별시 송파구 풍납동,25.2,0,1991
서울특별시 서초구 잠원동,25.7,360,2002
서울특별시 서초구 잠원동,18.0,0,1997
서울특별시 서초구 잠원동,24.3,170,1982
서울특별시 송파구 잠실동,8.4,180,2008
서울특별시 관악구 신림동,27.6,100,1982
서울특별시 송파구 잠실동,45.2,0,2007
서울특별시 송파구 잠실동,25.0,0,1978
서울특별시 송파구 잠실동,37.6,0,2008
서울특별시 송파구 잠실동,25.7,0,2008
서울특별시 송파구 잠실동,24.7,70,1978
서울특별시 송파구 잠실동,45.2,0,2007
서울특별시 서초구 서초동,39.6,0,2004
서울특별시 서초구 서초동,41.2,0,2003
서울특별시 송파구 석촌동,4.8,100,2015
서울특별시 서초구 서초동,39.6,0,2004
서울특별시 서초구 서초동,5.0,44,2021
서울특별시 서초구 서초동,18.1,0,1998
서울특별시 서초구 서초동,29.6,0,2017
서울특별시 서초구 서초동,48.5,0,1979
서울특별시 관악구 신림동,25.6,25,1996
서울특별시 관악구 신림동,25.2,0,2000
서울특별시 관악구 신림동,34.7,180,2008
서울특별시 관악구 신림동,25.2,0,2000
서울특별시 관악구 신림동,27.6,100,1982
서울특별시 관악구 신림동,4.5,0,2021
서울특별시 관악구 신림동,25.7,115,2005
서울특별시 관악구 신림동,27.6,100,1982
서울특별시 관악구 신림동,36.1,110,1993
서울특별시 서초구 잠원동,25.6,0,1999
서울특별시 서초구 잠원동,29.9,600,2020
서울특별시 서초구 잠원동,25.7,0,1998
서울특별시 송파구 신천동,36.8,0,2008
서울특별시 서초구 방배동,24.9,0,1988
서울특별시 서초구 방배동,36.6,430,2004
서울특별시 서초구 우면동,6.5,10,2014
서울특별시 서초구 내곡동,25.6,0,2015
서울특별시 서초구 반포동,41.1,0,2009
서울특별시 서초구 반포동,58.9,900,2009
서울특별시 서초구 반포동,57.1,350,2005
서울특별시 서초구 반포동,15.1,0,2022
서울특별시 송파구 잠실동,18.1,0,2008
서울특별시 강북구 수유동,4.5,15,2018
서울특별시 노원구 월계동,18.1,120,2002
서울특별시 노원구 하계동,13.5,90,1988
서울특별시 노원구 상계동,13.9,0,1989
서울특별시 노원구 상계동,15.1,0,1988
서울특별시 노원구 상계동,15.1,0,1988
서울특별시 노원구 상계동,18.1,90,1998
서울특별시 노원구 상계동,11.7,65,1989
서울특별시 노원구 상계동,11.5,40,1988
서울특별시 노원구 상계동,18.3,0,1987
서울특별시 노원구 상계동,17.5,65,1988
서울특별시 노원구 상계동,17.5,65,1988
서울특별시 도봉구 창동,12.5,0,1988
서울특별시 도봉구 창동,20.8,0,1988
서울특별시 도봉구 창동,50.0,0,2004
서울특별시 노원구 상계동,16.9,75,2002
서울특별시 노원구 상계동,26.5,0,1988
서울특별시 노원구 상계동,12.5,80,1988
서울특별시 노원구 상계동,33.4,0,2002
서울특별시 도봉구 창동,18.0,50,1998
서울특별시 도봉구 창동,18.1,0,1996
서울특별시 노원구 월계동,15.6,90,1986
서울특별시 도봉구 방학동,18.8,0,1988
서울특별시 도봉구 방학동,4.1,60,2013
서울특별시 도봉구 방학동,21.4,100,1987
서울특별시 도봉구 쌍문동,25.4,0,2002
서울특별시 도봉구 쌍문동,20.1,0,1986
서울특별시 도봉구 쌍문동,25.4,0,2002
서울특별시 도봉구 도봉동,25.7,0,2003
서울특별시 성북구 하월곡동,4.7,65,2013
서울특별시 노원구 월계동,10.1,55,1986
서울특별시 노원구 월계동,10.1,60,1986
서울특별시 노원구 월계동,15.2,0,1986
서울특별시 노원구 월계동,28.2,55,1983
서울특별시 성북구 종암동,18.1,0,2004
서울특별시 강북구 수유동,4.5,70,2018
서울특별시 강북구 미아동,34.7,170,2004
서울특별시 강북구 미아동,5.6,70,2014
서울특별시 강북구 미아동,25.7,0,2003
서울특별시 강북구 미아동,25.7,0,2010
서울특별시 성북구 길음동,25.6,0,2005
서울특별시 성북구 길음동,18.1,150,2019
서울특별시 도봉구 쌍문동,14.8,0,1988
서울특별시 도봉구 쌍문동,21.4,0,2005
서울특별시 도봉구 쌍문동,25.4,0,2002
서울특별시 도봉구 쌍문동,13.5,65,1988
서울특별시 노원구 공릉동,15.0,0,1999
서울특별시 성북구 장위동,12.1,125,2022
서울특별시 성동구 하왕십리동,18.1,255,2015
서울특별시 광진구 광장동,18.1,0,1996
서울특별시 중구 만리동2가,25.7,0,2018
서울특별시 광진구 구의동,9.2,26,2023
서울특별시 용산구 이촌동,7.2,0,2020
서울특별시 성동구 금호동4가,25.6,190,2012
서울특별시 성동구 금호동4가,25.6,190,2012
서울특별시 용산구 효창동,25.7,96,2019
서울특별시 중구 황학동,18.1,80,2008
서울특별시 성동구 마장동,25.7,0,2004
서울특별시 성동구 성수동1가,16.1,0,1983
서울특별시 성동구 성수동1가,25.7,"1,060",2017
서울특별시 성동구 금호동4가,42.9,0,2018
서울특별시 성동구 성수동1가,18.1,140,1997
서울특별시 용산구 이촌동,18.1,0,1998
서울특별시 성동구 금호동3가,25.7,270,2005
서울특별시 용산구 한강로2가,31.9,0,2025
서울특별시 성동구 응봉동,18.1,220,2003
서울특별시 용산구 동자동,38.7,0,2013
서울특별시 광진구 자양동,42.2,575,2007
서울특별시 광진구 자양동,18.1,0,1997
서울특별시 광진구 자양동,25.4,0,1997
서울특별시 용산구 이촌동,18.0,40,2001
서울특별시 광진구 자양동,18.1,0,1999
서울특별시 광진구 자양동,25.6,0,1992
서울특별시 광진구 자양동,18.1,0,1999
서울특별시 광진구 자양동,18.1,0,1999
서울특별시 중구 순화동,24.9,375,2016
서울특별시 중구 중림동,5.3,70,2012
서울특별시 용산구 도원동,25.6,0,2001
서울특별시 용산구 한남동,18.0,100,1970
서울특별시 용산구 한남동,32.3,450,2001
서울특별시 용산구 보광동,25.7,0,1992
서울특별시 성동구 행당동,18.1,0,2000
서울특별시 성동구 행당동,18.1,140,2000
서울특별시 광진구 광장동,24.1,40,1987
서울특별시 성동구 하왕십리동,18.1,250,2016
서울특별시 성동구 하왕십리동,34.6,230,1996
서울특별시 성동구 하왕십리동,3.9,65,2013
서울특별시 성북구 돈암동,34.4,0,1998
서울특별시 중랑구 면목동,40.6,0,1995
서울특별시 중랑구 묵동,14.8,30,1975
서울특별시 동대문구 이문동,18.1,0,2000
서울특별시 중랑구 면목동,25.7,0,2020
서울특별시 중랑구 묵동,25.7,90,2000
서울특별시 중랑구 묵동,16.5,0,1991
서울특별시 동대문구 장안동,5.5,32,2025
서울특별시 동대문구 장안동,5.7,27,2025
서울특별시 동대문구 장안동,5.5,41,2025
서울특별시 동대문구 장안동,5.5,32,2025
서울특별시 동대문구 장안동,5.7,32,2025
서울특별시 동대문구 장안동,6.3,36,2025
서울특별시 동대문구 장안동,5.6,65,2015
서울특별시 동대문구 장안동,18.1,0,2019
서울특별시 동대문구 장안동,5.6,65,2015
서울특별시 동대문구 장안동,17.5,0,2018
서울특별시 동대문구 장안동,25.6,190,2003
서울특별시 동대문구 이문동,25.7,0,2025
서울특별시 성북구 돈암동,22.7,0,1994
서울특별시 성북구 돈암동,25.6,0,1999
서울특별시 동대문구 이문동,22.7,0,2025
서울특별시 동대문구 신설동,13.0,0,2024
서울특별시 동대문구 신설동,13.3,140,2024
서울특별시 동대문구 용두동,5.9,80,2016
서울특별시 동대문구 회기동,9.9,99,2017
서울특별시 동대문구 이문동,18.1,60,2025
서울특별시 동대문구 이문동,13.3,16,2025
서울특별시 동대문구 용두동,7.9,75,2009
서울특별시 성북구 보문동1가,25.7,0,2022
서울특별시 동대문구 용두동,22.7,260,2021
서울특별시 중랑구 상봉동,5.1,7,2023
서울특별시 동대문구 휘경동,12.1,35,2001
서울특별시 동대문구 휘경동,25.5,0,2019
서울특별시 동대문구 휘경동,9.2,48,2021
서울특별시 동대문구 이문동,22.7,0,2025
서울특별시 동대문구 이문동,18.1,185,2025
서울특별시 동대문구 이문동,13.3,25,2025
서울특별시 동대문구 이문동,18.1,0,2025
서울특별시 성북구 동소문동6가,4.2,66,2015
서울특별시 동대문구 이문동,25.7,0,2025
서울특별시 동대문구 이문동,13.3,25,2025
서울특별시 동대문구 이문동,13.3,10,2025
서울특별시 동대문구 이문동,25.7,55,2025
서울특별시 동대문구 이문동,18.1,180,2025
서울특별시 종로구 홍파동,25.7,100,2017
서울특별시 강남구 역삼동,34.7,0,2016
서울특별시 강남구 역삼동,25.5,200,2005
서울특별시 강남구 역삼동,4.5,85,2014
서울특별시 강남구 역삼동,4.4,17,2012
서울특별시 강남구 역삼동,18.0,350,2005
서울특별시 성동구 옥수동,30.6,0,1982
서울특별시 성동구 옥수동,30.6,0,1982
서울특별시 성동구 옥수동,30.6,0,1982
서울특별시 성동구 옥수동,25.7,230,1999
서울특별시 성동구 옥수동,40.6,0,2012
서울특별시 성동구 옥수동,40.6,0,2012
서울특별시 종로구 숭인동,25.7,50,2009
서울특별시 중구 인현동2가,8.6,130,2023
서울특별시 강남구 대치동,38.7,0,1983
서울특별시 강남구 대치동,25.5,0,2017
서울특별시 강남구 대치동,38.2,0,1985
서울특별시 강남구 대치동,20.9,480,2015
서울특별시 강남구 일원동,25.7,170,1993
서울특별시 중구 충무로4가,24.9,0,2009
서울특별시 강남구 삼성동,32.9,0,2019
서울특별시 강남구 삼성동,18.1,220,1999
서울특별시 강남구 수서동,12.0,0,1992
서울특별시 강남구 개포동,25.2,155,1983
서울특별시 강남구 개포동,12.1,0,2023
서울특별시 강남구 개포동,53.4,0,1984
서울특별시 강남구 논현동,25.6,0,1997
서울특별시 종로구 효제동,4.4,80,2017
서울특별시 종로구 효제동,6.7,90,2017
서울특별시 강남구 압구정동,59.5,580,1976
서울특별시 강남구 압구정동,31.9,200,1984
서울특별시 강남구 압구정동,48.5,0,1976
서울특별시 강남구 압구정동,32.4,300,1982
서울특별시 강남구 도곡동,25.6,60,1985
서울특별시 강남구 도곡동,35.0,700,2003
서울특별시 강남구 도곡동,31.5,0,1983
서울특별시 강남구 도곡동,31.5,0,1983
서울특별시 강남구 도곡동,7.8,88,2004
서울특별시 강남구 도곡동,36.5,280,2006
서울특별시 강남구 도곡동,8.8,18,2020
서울특별시 강남구 도곡동,18.1,165,2006
서울특별시 강남구 개포동,12.0,0,1992
서울특별시 강남구 개포동,34.2,130,2020
서울특별시 중구 충무로4가,24.9,0,2009
서울특별시 강동구 길동,5.2,41,2024
서울특별시 송파구 가락동,11.8,174,2018
서울특별시 강동구 길동,19.0,0,1983
서울특별시 송파구 오금동,39.6,0,1985
서울특별시 강동구 길동,25.7,0,1992
서울특별시 송파구 가락동,11.8,0,2018
서울특별시 송파구 가락동,24.4,0,1995
서울특별시 강동구 둔촌동,18.1,0,2024
서울특별시 강동구 성내동,25.6,0,2001
서울특별시 송파구 오금동,39.6,0,1985
서울특별시 강동구 암사동,25.7,145,2001
서울특별시 송파구 거여동,25.7,0,2021
서울특별시 송파구 방이동,25.1,0,1988
서울특별시 강동구 암사동,25.7,250,2019
서울특별시 강동구 둔촌동,18.1,0,2024
서울특별시 송파구 방이동,25.1,0,1988
서울특별시 강동구 성내동,3.1,55,2017
서울특별시 강동구 명일동,17.9,115,2019
서울특별시 송파구 장지동,32.7,300,2015
서울특별시 송파구 장지동,25.7,0,2013
서울특별시 강동구 명일동,25.3,0,2002
서울특별시 송파구 문정동,41.2,0,1988
서울특별시 송파구 오금동,18.4,90,1984
서울특별시 강동구 명일동,20.2,0,1984
서울특별시 강동구 길동,4.4,10,2018
서울특별시 송파구 가락동,25.7,0,2018
서울특별시 송파구 가락동,25.7,0,2018
서울특별시 강동구 길동,4.6,60,2013
서울특별시 강동구 길동,5.1,41,2024
서울특별시 강동구 길동,5.1,41,2024
서울특별시 송파구 가락동,11.2,225,2023
서울특별시 송파구 오금동,51.5,0,2002
서울특별시 영등포구 당산동4가,25.5,0,1986
서울특별시 동작구 상도동,25.6,0,2012
서울특별시 동작구 상도동,25.7,0,1995
서울특별시 동작구 상도동,25.7,260,2003
서울특별시 동작구 상도동,25.6,0,2002
서울특별시 동작구 상도동,25.6,0,2012
서울특별시 동작구 상도동,9.9,0,1997
서울특별시 동작구 상도동,18.1,0,2007
서울특별시 동작구 흑석동,25.7,230,2018
서울특별시 동작구 흑석동,25.7,0,2019
서울특별시 동작구 흑석동,34.8,0,2011
서울특별시 동작구 본동,14.1,0,1993
서울특별시 동작구 본동,14.1,0,1993
서울특별시 동작구 사당동,35.8,0,2011
서울특별시 동작구 사당동,17.9,0,1993
서울특별시 영등포구 대림동,25.7,0,2020
서울특별시 영등포구 대림동,22.1,0,1997
서울특별시 영등포구 신길동,25.7,0,1997
서울특별시 영등포구 신길동,17.9,0,2001
서울특별시 영등포구 신길동,17.9,0,2001
서울특별시 영등포구 신길동,8.7,0,2024
서울특별시 영등포구 신길동,18.1,180,2021
서울특별시 영등포구 신길동,25.6,0,2005
서울특별시 영등포구 신길동,25.7,0,1997
서울특별시 영등포구 신길동,15.0,0,2024
서울특별시 영등포구 신길동,25.7,0,2022
서울특별시 동작구 대방동,3.8,60,2012
서울특별시 동작구 신대방동,5.9,43,2025
서울특별시 동작구 신대방동,25.6,0,1996
서울특별시 동작구 신대방동,25.7,250,2022
서울특별시 동작구 신대방동,5.9,36,2025
서울특별시 영등포구 양평동5가,18.1,0,1996
서울특별시 영등포구 양평동4가,25.6,170,1993
서울특별시 영등포구 양평동4가,18.1,0,2000
서울특별시 관악구 봉천동,18.1,0,2000
서울특별시 관악구 봉천동,25.5,160,2020
서울특별시 관악구 봉천동,25.7,0,2003
서울특별시 관악구 봉천동,18.0,0,2004
서울특별시 관악구 봉천동,25.7,50,2007
서울특별시 관악구 봉천동,25.5,160,2020
서울특별시 송파구 송파동,25.7,270,1992
서울특별시 영등포구 당산동,3.9,57,2012
서울특별시 영등포구 당산동,24.0,0,2002
서울특별시 영등포구 당산동4가,18.0,0,1999
서울특별시 서대문구 북아현동,25.7,0,2018
서울특별시 서대문구 연희동,34.7,200,2002
서울특별시 서대문구 연희동,25.7,0,2018
서울특별시 은평구 녹번동,26.6,0,2003
서울특별시 은평구 녹번동,25.7,0,2019
서울특별시 은평구 역촌동,18.1,155,2024
서울특별시 은평구 불광동,8.0,84,2019
서울특별시 서대문구 대현동,25.2,140,1999
서울특별시 서대문구 대현동,25.2,0,1999
서울특별시 서대문구 대현동,6.7,0,2014
서울특별시 은평구 불광동,25.7,0,2010
서울특별시 은평구 응암동,25.6,0,2005
서울특별시 은평구 응암동,25.6,0,2011
서울특별시 노원구 중계동,15.1,0,1991
서울특별시 노원구 중계동,15.1,0,1990
서울특별시 은평구 진관동,25.6,0,2008
서울특별시 서대문구 홍은동,25.6,185,2017
서울특별시 노원구 중계동,15.1,80,1991
서울특별시 노원구 중계동,15.0,0,1991
서울특별시 은평구 진관동,18.1,0,2009
서울특별시 은평구 진관동,25.7,170,2008
서울특별시 서대문구 연희동,25.6,130,2018
서울특별시 서대문구 홍은동,18.1,0,2023
서울특별시 서대문구 충정로3가,12.5,130,2004
서울특별시 노원구 중계동,18.1,0,1998
서울특별시 노원구 중계동,15.1,80,1991
서울특별시 은평구 대조동,4.4,60,2013
서울특별시 노원구 중계동,25.5,0,1998
서울특별시 노원구 중계동,25.7,0,1995
서울특별시 노원구 중계동,12.0,75,1991
서울특별시 노원구 중계동,25.7,0,1995
서울특별시 노원구 중계동,15.0,0,1991
서울특별시 서대문구 남가좌동,25.6,150,2019
서울특별시 서대문구 북아현동,18.1,0,2020
서울특별시 서대문구 창천동,6.7,95,2012
서울특별시 노원구 중계동,25.5,0,1998
서울특별시 서대문구 북아현동,18.1,0,2020
서울특별시 마포구 아현동,25.7,40,2017
서울특별시 마포구 염리동,18.1,220,2021
서울특별시 마포구 노고산동,9.8,0,2004
서울특별시 마포구 노고산동,12.7,120,2002
서울특별시 마포구 성산동,18.0,70,1986
서울특별시 마포구 도화동,18.0,150,1998
서울특별시 마포구 염리동,17.8,0,1997
서울특별시 마포구 염리동,18.1,0,2021
서울특별시 양천구 신월동,25.5,0,1994
서울특별시 양천구 신월동,18.0,0,2014
서울특별시 양천구 신월동,18.0,90,1988
서울특별시 양천구 신월동,25.7,0,2020
서울특별시 강서구 염창동,18.1,40,1998
서울특별시 강서구 염창동,19.9,0,1992
서울특별시 마포구 창전동,8.9,28,2021
서울특별시 강서구 염창동,25.7,32,2004
서울특별시 양천구 신정동,16.6,0,1987
서울특별시 마포구 상암동,14.9,235,2006
서울특별시 양천구 신정동,10.2,4,1995
서울특별시 양천구 신정동,25.7,0,1995
서울특별시 양천구 신정동,16.6,0,1987
서울특별시 양천구 신정동,25.7,0,2022
서울특별시 강서구 염창동,25.6,0,2005
서울특별시 강서구 염창동,25.6,0,2005
서울특별시 마포구 서교동,24.6,0,2002
서울특별시 강서구 염창동,8.8,10,2021
서울특별시 강서구 염창동,18.1,0,2019
서울특별시 양천구 신정동,27.0,0,1999
서울특별시 양천구 목동,25.6,0,1997
서울특별시 마포구 아현동,18.0,220,2022
서울특별시 마포구 아현동,25.7,400,2022
서울특별시 양천구 목동,22.0,0,2011
서울특별시 양천구 목동,34.0,180,2009
서울특별시 강서구 등촌동,17.6,20,1995
서울특별시 강서구 등촌동,17.6,0,1995
서울특별시 강서구 등촌동,12.7,45,1994
서울특별시 강서구 등촌동,17.6,125,1995
서울특별시 양천구 신정동,25.6,250,1997
서울특별시 양천구 신정동,25.7,0,1995
서울특별시 양천구 신정동,20.0,115,1988
서울특별시 양천구 신정동,14.8,0,2000
서울특별시 강서구 염창동,25.7,0,2004
서울특별시 강서구 염창동,25.6,0,2005
서울특별시 강동구 천호동,32.5,185,2015
서울특별시 강동구 천호동,42.7,0,2004
서울특별시 강동구 천호동,25.6,0,1999
서울특별시 구로구 구로동,18.1,0,1998
서울특별시 구로구 항동,18.1,130,2019
서울특별시 강서구 마곡동,25.7,160,2005
서울특별시 강서구 마곡동,21.4,0,1999
서울특별시 강서구 마곡동,25.7,0,2008
서울특별시 강서구 마곡동,25.7,240,2014
서울특별시 강서구 마곡동,25.7,0,2014
서울특별시 강서구 마곡동,18.1,0,2016
서울특별시 구로구 천왕동,25.7,150,2011
서울특별시 구로구 오류동,18.1,0,2002
서울특별시 강서구 가양동,10.4,0,1992
서울특별시 강서구 가양동,12.0,95,1993
서울특별시 강서구 가양동,12.0,45,1992
서울특별시 강서구 가양동,15.0,100,1992
서울특별시 구로구 개봉동,25.7,46,2020
서울특별시 구로구 개봉동,40.1,0,1993
서울특별시 강서구 가양동,15.0,0,1993
서울특별시 금천구 가산동,18.1,0,1998
서울특별시 금천구 가산동,9.1,17,2017
서울특별시 강서구 공항동,25.2,7,2000
서울특별시 강서구 화곡동,4.2,42,2013
서울특별시 강서구 화곡동,18.0,100,1998
서울특별시 강서구 화곡동,25.7,120,2000
서울특별시 영등포구 영등포동7가,7.4,99,2020
서울특별시 강서구 방화동,18.0,0,1995
서울특별시 강서구 방화동,14.9,0,1994
서울특별시 강서구 방화동,30.4,0,1994
서울특별시 구로구 신도림동,25.7,140,2000
서울특별시 금천구 시흥동,15.0,0,1982
서울특별시 구로구 구로동,12.5,75,1987
서울특별시 구로구 고척동,18.1,0,1999
서울특별시 구로구 고척동,34.8,150,2001
서울특별시 구로구 고척동,5.3,0,2012
서울특별시 구로구 고척동,5.3,0,2012
서울특별시 구로구 구로동,25.6,0,2004
서울특별시 강서구 화곡동,4.3,55,2015
서울특별시 구로구 궁동,25.7,0,2007
서울특별시 영등포구 영등포동3가,4.1,55,2014
서울특별시 강서구 방화동,19.4,60,1983
서울특별시 강서구 방화동,15.1,0,1993
서울특별시 강서구 방화동,25.7,0,2020
서울특별시 구로구 구로동,14.0,62,1996
서울특별시 구로구 구로동,18.7,0,1988
서울특별시 구로구 구로동,14.6,60,1996
서울특별시 구로구 구로동,5.1,0,2022
서울특별시 구로구 구로동,15.6,0,1985
서울특별시 구로구 천왕동,25.7,0,2014
서울특별시 구로구 구로동,13.5,100,1998
서울특별시 강서구 가양동,17.7,0,1992
서울특별시 강서구 가양동,10.4,0,1992
서울특별시 강서구 방화동,25.5,0,1997
서울특별시 구로구 개봉동,25.7,0,2006
서울특별시 구로구 개봉동,25.7,150,2001
서울특별시 강서구 방화동,25.7,0,1995
서울특별시 강서구 방화동,18.1,0,2020
서울특별시 강서구 방화동,15.1,0,1993
서울특별시 구로구 신도림동,18.1,0,2011
서울특별시 구로구 신도림동,18.0,110,2000
서울특별시 구로구 신도림동,9.2,110,2025
서울특별시 금천구 시흥동,4.3,43,2012
서울특별시 구로구 고척동,25.0,0,1985
서울특별시 구로구 고척동,19.6,50,2022
서울특별시 강서구 화곡동,22.4,0,1988
서울특별시 영등포구 영등포동8가,25.7,0,1999
서울특별시 금천구 독산동,25.7,200,2004
서울특별시 구로구 구로동,5.1,0,2022
서울특별시 구로구 구로동,5.1,50,2022
서울특별시 영등포구 영등포동1가,3.7,0,2013
서울특별시 강서구 마곡동,19.6,0,2021
서울특별시 강서구 마곡동,19.6,0,2021
서울특별시 강서구 마곡동,20.6,0,2021
서울특별시 강서구 마곡동,20.8,0,2021
서울특별시 강서구 마곡동,25.7,0,2017
서울특별시 강서구 마곡동,18.1,0,2021
서울특별시 강서구 마곡동,19.6,0,2021
서울특별시 강서구 마곡동,18.1,0,1999
서울특별시 강서구 마곡동,18.1,0,1993
서울특별시 강서구 마곡동,20.8,0,2021
서울특별시 금천구 가산동,4.2,15,2020
서울특별시 강서구 화곡동,7.4,21,2020
서울특별시 강서구 화곡동,13.0,69,2021
서울특별시 강서구 화곡동,3.8,15,2011
서울특별시 구로구 궁동,25.7,0,2007
